1	-1.240249
2	-0.058925
3	0.225791
4	2.170118
5	0.447174
6	0.881061
7	-2.325572
8	-1.489958
9	0.600516
10	-0.793206
11	1.105958
12	0.198124
13	-0.391771
14	-0.505134
15	-1.998557
16	-0.454223
17	-1.812158
18	-0.717346
19	-0.397619
20	0.925426
21	-0.718096
22	-0.415791
23	-0.693551
24	-0.485244
25	1.125067
26	0.526000
27	1.141622
28	-0.020439
29	-1.177181
30	-1.199463
31	-0.771305
32	1.108981
33	0.150057
34	-2.045566
35	-1.164358
36	-0.925079
37	-0.259353
38	-0.604817
39	0.481994
40	-1.048059
41	0.003279
42	-0.216283
43	-0.744547
44	-1.412429
45	-1.432622
46	-1.151331
47	1.576521
48	0.047976
49	-1.001791
50	1.300458
51	0.369086
52	0.171097
53	0.616307
54	1.028007
55	-0.898378
56	1.729248
57	1.619749
58	-1.112071
59	0.014234
60	1.288041
61	-0.115733
62	-1.164182
63	-1.520670
64	0.191756
65	0.687095
66	-1.803833
67	1.368672
68	-1.465940
69	-0.404199
70	1.436732
71	-1.455745
72	-1.213827
73	-0.039965
74	1.143002
75	0.467340
76	1.833927
77	-0.370492
78	0.659666
79	1.121429
80	-1.381097
81	0.258808
82	-0.825504
83	-1.734455
84	0.270101
85	0.995385
86	-0.622422
87	0.964519
88	-0.385004
89	0.228373
90	-0.561719
91	-1.462521
92	0.351429
93	-1.689370
94	0.163160
95	0.079133
96	0.296318
97	1.031019
98	-0.760999
99	-0.370187
100	0.851941
